Year,Serie,RefArea,Value
2018,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,287.29
2019,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,321.29
2020,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,305.8
2021,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,336.06
2022,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,España,410.81
2010,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,2.66
2011,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,4.12
2012,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,0.44
2013,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,0.35
2014,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,0.33
2015,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,0.3
2016,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,0.81
2017,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,0.86
2018,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,1.94
2019,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,2.25
2020,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,1.74
2021,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,2.84
2022,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales,Cantabria,3.45
2010,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.74
2011,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,1.2
2012,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.19
2013,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.92
2014,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.77
2015,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.62
2016,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.82
2017,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.83
2018,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.74
2019,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.35
2020,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.34
2021,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,-0.02
2022,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,-0.37
2023,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,España,0.44
2010,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.44
2011,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.5
2012,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,-15.72
2013,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,-0.07
2014,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,20.97
2015,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.62
2016,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.17
2017,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.14
2018,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,26.72
2019,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,-0.49
2020,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.13
2021,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.19
2022,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.58
2023,Inversión directa neta en los países receptores de Ayuda Oficial al Desarrollo en proporción al PIB,Cantabria,0.43
2010,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.05
2011,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.03
2012,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2013,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2014,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2015,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2016,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2017,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2018,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.02
2019,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.03
2020,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.03
2021,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.03
2022,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,España,0.03
2010,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.02
2011,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.03
2012,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.0
2013,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.0
2014,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.0
2015,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.0
2016,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.01
2017,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.01
2018,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.01
2019,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.02
2020,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.01
2021,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.02
2022,Ayuda Oficial al Desarrollo neta de las administraciones públicas autonómicas y locales en proporción al PIB,Cantabria,0.02
