Year,Serie,RefArea,Value
2013,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.59
2014,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.89
2015,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,5.48
2016,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,5.76
2017,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,5.77
2018,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,5.21
2019,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.89
2020,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.62
2021,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,4.08
2022,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,3.63
2023,Número de líneas de banda ancha fija con tecnología de acceso HFC por cada 100 habitantes,España,3.11
2010,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,0.13
2011,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,0.38
2012,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,0.72
2013,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,1.34
2014,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,3.42
2015,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,6.81
2016,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,10.65
2017,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,14.43
2018,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,18.73
2019,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,22.21
2020,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,25.04
2021,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,27.79
2022,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,29.94
2023,Número de líneas de banda ancha fija con tecnología de acceso FTTH por cada 100 habitantes,España,31.82
2010,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.25
2011,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.26
2012,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.26
2013,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.3
2014,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.3
2015,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.35
2016,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.38
2017,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.48
2018,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.57
2019,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.67
2020,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.69
2021,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.64
2022,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,0.7
2023,Número de líneas de banda ancha fija con otra tecnología de acceso por cada 100 habitantes,España,1.14
