Year,Serie,RefArea,Value
2021,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,España,46.87
2014,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,Cantabria,19.46
2015,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,Cantabria,19.68
2016,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,Cantabria,23.14
2017,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,Cantabria,22.21
2018,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,Cantabria,30.68
2019,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,Cantabria,24.26
2020,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,Cantabria,24.21
2021,Proporción de residuos municipales vertidos en relación al total de residuos municipales generados y tratados,Cantabria,22.21
2014,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,31.31
2015,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,30.52
2016,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,33.86
2017,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,36.11
2018,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,35.02
2019,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,37.96
2020,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,38.91
2021,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,España,42.28
2014,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,36.49
2015,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,38.02
2016,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,34.79
2017,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,35.17
2018,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,28.71
2019,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,34.99
2020,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,32.58
2021,Proporción de residuos municipales reciclados en relación al total de residuos municipales generados y tratados,Cantabria,34.08
