Year,Serie,RefArea,Value
2017,Tasa de desempleo de los hombres,España,15.66
2018,Tasa de desempleo de los hombres,España,13.72
2019,Tasa de desempleo de los hombres,España,12.45
2020,Tasa de desempleo de los hombres,España,13.87
2021,Tasa de desempleo de los hombres,España,13.22
2022,Tasa de desempleo de los hombres,España,11.39
2023,Tasa de desempleo de los hombres,España,10.66
2010,Tasa de desempleo de los hombres,Cantabria,12.67
2011,Tasa de desempleo de los hombres,Cantabria,16.09
2012,Tasa de desempleo de los hombres,Cantabria,18.12
2013,Tasa de desempleo de los hombres,Cantabria,20.12
2014,Tasa de desempleo de los hombres,Cantabria,20.04
2015,Tasa de desempleo de los hombres,Cantabria,16.47
2016,Tasa de desempleo de los hombres,Cantabria,14.35
2017,Tasa de desempleo de los hombres,Cantabria,13.24
2018,Tasa de desempleo de los hombres,Cantabria,9.2
2019,Tasa de desempleo de los hombres,Cantabria,9.64
2020,Tasa de desempleo de los hombres,Cantabria,11.69
2021,Tasa de desempleo de los hombres,Cantabria,9.86
2022,Tasa de desempleo de los hombres,Cantabria,7.82
2023,Tasa de desempleo de los hombres,Cantabria,6.45
2010,Tasa de desempleo de las mujeres,España,20.22
2011,Tasa de desempleo de las mujeres,España,21.81
2012,Tasa de desempleo de las mujeres,España,25.03
2013,Tasa de desempleo de las mujeres,España,26.67
2014,Tasa de desempleo de las mujeres,España,25.43
2015,Tasa de desempleo de las mujeres,España,23.55
2016,Tasa de desempleo de las mujeres,España,21.38
2017,Tasa de desempleo de las mujeres,España,19.03
2018,Tasa de desempleo de las mujeres,España,17.02
2019,Tasa de desempleo de las mujeres,España,15.99
2020,Tasa de desempleo de las mujeres,España,17.43
2021,Tasa de desempleo de las mujeres,España,16.83
2022,Tasa de desempleo de las mujeres,España,14.89
2023,Tasa de desempleo de las mujeres,España,13.87
2010,Tasa de desempleo de las mujeres,Cantabria,15.0
2011,Tasa de desempleo de las mujeres,Cantabria,14.3
2012,Tasa de desempleo de las mujeres,Cantabria,17.41
2013,Tasa de desempleo de las mujeres,Cantabria,20.83
2014,Tasa de desempleo de las mujeres,Cantabria,18.67
2015,Tasa de desempleo de las mujeres,Cantabria,19.02
2016,Tasa de desempleo de las mujeres,Cantabria,15.51
2017,Tasa de desempleo de las mujeres,Cantabria,13.93
2018,Tasa de desempleo de las mujeres,Cantabria,12.38
2019,Tasa de desempleo de las mujeres,Cantabria,11.02
2020,Tasa de desempleo de las mujeres,Cantabria,12.66
2021,Tasa de desempleo de las mujeres,Cantabria,12.82
2022,Tasa de desempleo de las mujeres,Cantabria,11.53
2023,Tasa de desempleo de las mujeres,Cantabria,9.97
2014,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,24.3
2015,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,21.9
2016,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,19.5
2017,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,17.1
2018,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,15.1
2019,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,13.9
2020,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,15.4
2021,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,14.7
2022,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,12.8
2014,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,18.91
2015,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,17.32
2016,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,14.73
2017,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,13.4
2018,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,10.66
2019,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,10.32
2020,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,12.08
2021,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,11.33
2022,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,9.24
2014,Tasa de desempleo de las personas entre 16 y 64 años,España,24.6
2015,Tasa de desempleo de las personas entre 16 y 64 años,España,22.2
2016,Tasa de desempleo de las personas entre 16 y 64 años,España,19.7
2017,Tasa de desempleo de las personas entre 16 y 64 años,España,17.3
2018,Tasa de desempleo de las personas entre 16 y 64 años,España,15.4
2019,Tasa de desempleo de las personas entre 16 y 64 años,España,14.2
2020,Tasa de desempleo de las personas entre 16 y 64 años,España,15.6
2021,Tasa de desempleo de las personas entre 16 y 64 años,España,14.9
2022,Tasa de desempleo de las personas entre 16 y 64 años,España,13.0
2014,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,19.52
2015,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,17.71
2016,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,14.99
2017,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,13.64
2018,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,10.75
2019,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,10.38
2020,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,12.25
2021,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,11.63
2022,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,9.4
2010,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,5.15
2011,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,6.16
2012,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,7.93
2013,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,10.16
2014,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,10.77
2015,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,9.11
2016,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,7.06
2017,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,6.45
2018,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,4.82
2019,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,3.51
2020,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,3.23
2021,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,4.11
2022,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,3.42
2023,Tasa de desempleo de larga duración de las personas entre 16 y 74 años,Cantabria,2.6
2010,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,63.85
2011,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,63.15
2012,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,61.95
2013,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,59.82
2014,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,61.48
2015,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,62.77
2016,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,65.25
2017,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,66.49
2018,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,67.75
2019,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,68.77
2020,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,66.42
2021,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,68.79
2022,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,70.15
2023,Tasa de empleo de las personas entre 20 y 64 años,Cantabria,71.72
2010,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,15.21
2011,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,11.75
2012,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,10.19
2013,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,10.6
2014,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,8.99
2015,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,11.56
2016,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,9.6
2017,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,7.91
2018,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,12.6
2019,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,11.68
2020,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,9.66
2021,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,10.11
2022,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,11.43
2023,Brecha de género en el empleo de las personas entre 20 y 64 años,Cantabria,9.49
2010,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-14.66
2011,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-17.97
2012,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-18.88
2013,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-17.74
2014,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-17.23
2015,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-16.4
2016,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-14.7
2017,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-17.12
2018,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-19.83
2019,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-21.15
2020,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-16.41
2021,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-15.77
2022,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-14.38
2023,Brecha de género en el empleo a tiempo parcial de las personas entre 20 y 64 años,Cantabria,-15.64
2010,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-3.02
2011,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-4.32
2012,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-4.99
2013,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-5.31
2014,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-2.39
2015,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-2.23
2016,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-2.09
2017,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-4.42
2018,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-5.03
2019,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-7.18
2020,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-1.88
2021,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-5.03
2022,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-5.75
2023,Brecha de género en el empleo temporal de las personas entre 20 y 64 años,Cantabria,-8.6
2010,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-2.82
2011,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-5.44
2012,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-5.95
2013,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-5.37
2014,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-6.04
2015,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-3.36
2016,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-3.87
2017,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-5.76
2018,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-5.32
2019,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-5.51
2020,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-3.01
2021,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-4.05
2022,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-3.95
2023,Brecha de género en el empleo a tiempo parcial por subempleo de las personas entre 20 y 64 años,Cantabria,-4.44
