Year,Serie,Región,Value
2014,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,Cantabria,100.0
2015,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,Cantabria,100.0
2016,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,Cantabria,100.0
2017,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,Cantabria,100.0
2018,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,Cantabria,100.0
2019,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,Cantabria,100.0
2020,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,Cantabria,100.0
2021,Proporción de centros educativos no universitarios con acceso a instalaciones de saneamiento básicas separadas por sexo,Cantabria,100.0
2010,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2011,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2012,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2013,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2014,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2015,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2016,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2017,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2018,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2019,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2020,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2021,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,España,100.0
2010,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,Cantabria,100.0
2011,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,Cantabria,100.0
2012,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,Cantabria,100.0
2013,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,Cantabria,100.0
2014,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,Cantabria,100.0
2015,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,Cantabria,100.0
2016,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,Cantabria,100.0
2017,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,Cantabria,100.0
2018,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,Cantabria,100.0
2019,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,Cantabria,100.0
2020,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,Cantabria,100.0
2021,Proporción de centros educativos no universitarios con acceso a instalaciones básicas para el lavado de manos,Cantabria,100.0
