Year,Serie,Región,Value
2019,Pernoctaciones de turistas no residentes por habitante,España,12.62
2020,Pernoctaciones de turistas no residentes por habitante,España,3.13
2021,Pernoctaciones de turistas no residentes por habitante,España,5.36
2022,Pernoctaciones de turistas no residentes por habitante,España,11.25
2010,Pernoctaciones de turistas no residentes por habitante,UILTIMA,1.11
2011,Pernoctaciones de turistas no residentes por habitante,UILTIMA,1.1
2012,Pernoctaciones de turistas no residentes por habitante,UILTIMA,1.09
2013,Pernoctaciones de turistas no residentes por habitante,UILTIMA,1.14
2014,Pernoctaciones de turistas no residentes por habitante,UILTIMA,1.18
2015,Pernoctaciones de turistas no residentes por habitante,UILTIMA,1.32
2016,Pernoctaciones de turistas no residentes por habitante,UILTIMA,1.48
2017,Pernoctaciones de turistas no residentes por habitante,UILTIMA,1.49
2018,Pernoctaciones de turistas no residentes por habitante,UILTIMA,1.66
2019,Pernoctaciones de turistas no residentes por habitante,UILTIMA,1.76
2020,Pernoctaciones de turistas no residentes por habitante,UILTIMA,0.38
2021,Pernoctaciones de turistas no residentes por habitante,UILTIMA,0.89
2022,Pernoctaciones de turistas no residentes por habitante,UILTIMA,1.91
2023,Pernoctaciones de turistas no residentes por habitante,UILTIMA,1.87
2016,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,14.04
2017,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,17.69
2018,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,16.7
2019,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,18.5
2020,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,16.8
2021,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,16.15
2022,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",España,19.58
2016,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",Cantabria,25.29
2017,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",Cantabria,21.69
2018,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",Cantabria,20.32
2019,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",Cantabria,20.24
2020,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",Cantabria,13.34
2021,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",Cantabria,16.68
2022,"Proporción del gasto en viajes culturales sobre el gasto en viajes por ocio, recreo y vacaciones",Cantabria,20.91
2016,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,10.8
2017,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,13.94
2018,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,13.32
2019,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,14.79
2020,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,11.94
2021,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,11.88
2022,Proporción del gasto en viajes culturales sobre el gasto en viajes,España,15.4
2016,Proporción del gasto en viajes culturales sobre el gasto en viajes,Cantabria,16.25
2017,Proporción del gasto en viajes culturales sobre el gasto en viajes,Cantabria,14.96
2018,Proporción del gasto en viajes culturales sobre el gasto en viajes,Cantabria,14.95
2019,Proporción del gasto en viajes culturales sobre el gasto en viajes,Cantabria,14.65
2020,Proporción del gasto en viajes culturales sobre el gasto en viajes,Cantabria,9.54
2021,Proporción del gasto en viajes culturales sobre el gasto en viajes,Cantabria,11.42
2022,Proporción del gasto en viajes culturales sobre el gasto en viajes,Cantabria,14.48
2016,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,33.01
2017,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,32.45
2018,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,31.27
2019,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,31.14
2020,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,41.57
2021,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,39.93
2022,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,España,31.97
2010,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,46.63
2011,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,46.55
2012,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,47.32
2013,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,49.23
2014,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,46.86
2015,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,47.61
2016,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,46.8
2017,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,44.32
2018,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,43.81
2019,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,44.35
2020,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,68.38
2021,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,53.65
2022,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,42.86
2023,Proporción de pernoctaciones de turistas en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas,Cantabria,42.26
2016,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,27.99
2017,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,27.64
2018,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,25.85
2019,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,25.98
2020,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,43.57
2021,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,33.04
2022,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,25.98
2010,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,43.58
2011,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,44.16
2012,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,46.96
2013,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,47.31
2014,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,45.4
2015,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,47.25
2016,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,44.81
2017,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,41.46
2018,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,42.18
2019,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,42.46
2020,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,54.03
2021,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,44.26
2022,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,38.33
2023,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,Cantabria,35.07
2011,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.3
2012,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.2
2013,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.3
2014,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.5
2015,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.5
2016,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.6
2017,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.7
2018,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.6
2019,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.6
2020,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.5
2021,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.5
2022,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.4
2010,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,1.6
2011,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,2.64
2012,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,2.86
2013,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,3.07
2014,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,2.68
2015,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,2.31
2016,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,2.09
2017,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,2.45
2018,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,2.46
2019,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,2.08
2020,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,2.58
2021,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,2.48
2022,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,2.74
2023,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,Cantabria,2.89
2011,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.7
2012,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.6
2013,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.8
2014,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.9
2015,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.9
2016,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,4.0
2017,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,4.1
2018,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,4.0
2019,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,4.0
2020,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.8
2021,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.8
2022,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.7
2010,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,1.99
2011,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,2.96
2012,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,3.13
2013,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,3.65
2014,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,3.05
2015,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,2.57
2016,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,2.46
2017,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,2.37
2018,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,2.29
2019,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,2.39
2020,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,2.46
2021,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,2.79
2022,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,3.02
2023,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,Cantabria,2.91
2011,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,2.8
2012,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,2.8
2013,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,2.8
2014,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,2.9
2015,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,2.9
2016,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.1
2017,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.2
2018,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.1
2019,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.1
2020,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.2
2021,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.1
2022,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.0
2010,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,1.1
2011,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,2.24
2012,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,2.54
2013,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,2.37
2014,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,2.25
2015,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,1.99
2016,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,1.66
2017,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,2.54
2018,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,2.65
2019,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,1.72
2020,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,2.73
2021,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,2.11
2022,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,2.41
2023,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,Cantabria,2.88
