Year,Serie,Región,Value
2012,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,España,6.68
2013,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,España,6.98
2014,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,España,7.17
2015,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,España,7.46
2016,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,España,7.68
2017,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,España,7.87
2018,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,España,8.05
2019,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,España,8.2
2020,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,España,8.39
2021,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,España,8.51
2010,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,4.87
2011,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,5.05
2012,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,5.51
2013,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,5.8
2014,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,6.32
2015,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,6.83
2016,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,7.22
2017,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,7.31
2018,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,7.44
2019,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,7.5
2020,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,7.5
2021,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,7.8
2010,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,13.76
2011,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,13.88
2012,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,14.02
2013,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,14.34
2014,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,14.73
2015,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.03
2016,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.3
2017,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.54
2018,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.78
2019,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.91
2020,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,16.21
2021,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,16.45
2010,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,11.34
2011,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,11.36
2012,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,11.59
2013,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,11.74
2014,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,11.89
2015,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,12.22
2016,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,12.11
2017,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,12.45
2018,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,12.69
2019,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,13.27
2020,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,13.27
2021,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,14.44
