Year,Serie,RefArea,Value
2018,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,24.37
2019,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,23.69
2020,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,27.17
2021,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,25.58
2022,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,23.55
2023,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,España,22.25
2010,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,7.7
2011,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,10.2
2012,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,16.62
2013,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,18.23
2014,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,19.97
2015,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,21.52
2016,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,22.52
2017,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,22.78
2018,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,22.91
2019,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,22.33
2020,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,25.74
2021,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,24.11
2022,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,21.74
2023,Deuda bruta de las administraciones públicas autonómicas según el protocolo de déficit excesivo en proporción al PIB,Cantabria,19.76
2010,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.11
2011,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.52
2012,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.79
2013,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.74
2014,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.69
2015,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.8
2016,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.98
2017,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.25
2018,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.31
2019,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.36
2020,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,6.12
2021,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.96
2022,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.7
2023,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.93
2010,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,4.5
2011,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.24
2012,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,6.43
2013,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.5
2014,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,4.67
2015,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,4.75
2016,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,4.73
2017,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.14
2018,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.11
2019,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.14
2020,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,6.04
2021,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.77
2022,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.5
2023,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,Cantabria,5.94
2010,Tasa de variación interanual del PIB real,España,
2011,Tasa de variación interanual del PIB real,España,-0.81
2012,Tasa de variación interanual del PIB real,España,-2.96
2013,Tasa de variación interanual del PIB real,España,-1.4
2014,Tasa de variación interanual del PIB real,España,1.4
2015,Tasa de variación interanual del PIB real,España,3.84
2016,Tasa de variación interanual del PIB real,España,3.04
2017,Tasa de variación interanual del PIB real,España,2.98
2018,Tasa de variación interanual del PIB real,España,2.28
2019,Tasa de variación interanual del PIB real,España,1.98
2020,Tasa de variación interanual del PIB real,España,-11.17
2021,Tasa de variación interanual del PIB real,España,6.4
2022,Tasa de variación interanual del PIB real,España,5.77
2023,Tasa de variación interanual del PIB real,España,2.5
2010,Tasa de variación interanual del PIB real,Cantabria,-0.32
2011,Tasa de variación interanual del PIB real,Cantabria,-2.12
2012,Tasa de variación interanual del PIB real,Cantabria,-2.42
2013,Tasa de variación interanual del PIB real,Cantabria,-3.09
2014,Tasa de variación interanual del PIB real,Cantabria,1.53
2015,Tasa de variación interanual del PIB real,Cantabria,2.46
2016,Tasa de variación interanual del PIB real,Cantabria,2.4
2017,Tasa de variación interanual del PIB real,Cantabria,3.02
2018,Tasa de variación interanual del PIB real,Cantabria,2.19
2019,Tasa de variación interanual del PIB real,Cantabria,1.32
2020,Tasa de variación interanual del PIB real,Cantabria,-9.93
2021,Tasa de variación interanual del PIB real,Cantabria,7.13
2022,Tasa de variación interanual del PIB real,Cantabria,4.66
2023,Tasa de variación interanual del PIB real,Cantabria,2.64
2010,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-3.77
2011,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-5.16
2012,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-2.0
2013,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-1.6
2014,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-1.81
2015,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-1.75
2016,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.85
2017,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.35
2018,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.26
2019,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.59
2020,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.19
2021,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.03
2022,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-1.13
2023,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.94
2010,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-4.85
2011,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-6.59
2012,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-1.9
2013,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-1.29
2014,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-1.51
2015,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-1.68
2016,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-1.46
2017,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-0.44
2018,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-0.28
2019,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-0.96
2020,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,0.37
2021,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,0.85
2022,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,-0.41
2023,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,Cantabria,0.06
2010,Tasa de desempleo,España,19.86
2011,Tasa de desempleo,España,21.39
2012,Tasa de desempleo,España,24.79
2013,Tasa de desempleo,España,26.09
2014,Tasa de desempleo,España,24.44
2015,Tasa de desempleo,España,22.06
2016,Tasa de desempleo,España,19.63
2017,Tasa de desempleo,España,17.22
2018,Tasa de desempleo,España,15.25
2019,Tasa de desempleo,España,14.1
2020,Tasa de desempleo,España,15.53
2021,Tasa de desempleo,España,14.91
2022,Tasa de desempleo,España,13.03
2023,Tasa de desempleo,España,12.18
2010,Tasa de desempleo,Cantabria,13.7
2011,Tasa de desempleo,Cantabria,15.29
2012,Tasa de desempleo,Cantabria,17.8
2013,Tasa de desempleo,Cantabria,20.44
2014,Tasa de desempleo,Cantabria,19.42
2015,Tasa de desempleo,Cantabria,17.65
2016,Tasa de desempleo,Cantabria,14.89
2017,Tasa de desempleo,Cantabria,13.56
2018,Tasa de desempleo,Cantabria,10.67
2019,Tasa de desempleo,Cantabria,10.28
2020,Tasa de desempleo,Cantabria,12.14
2021,Tasa de desempleo,Cantabria,11.25
2022,Tasa de desempleo,Cantabria,9.57
2023,Tasa de desempleo,Cantabria,8.14
2010,Tasa de variación interanual del índice de precios de consumo,España,
2011,Tasa de variación interanual del índice de precios de consumo,España,3.2
2012,Tasa de variación interanual del índice de precios de consumo,España,2.45
2013,Tasa de variación interanual del índice de precios de consumo,España,1.41
2014,Tasa de variación interanual del índice de precios de consumo,España,-0.15
2015,Tasa de variación interanual del índice de precios de consumo,España,-0.5
2016,Tasa de variación interanual del índice de precios de consumo,España,-0.2
2017,Tasa de variación interanual del índice de precios de consumo,España,1.96
2018,Tasa de variación interanual del índice de precios de consumo,España,1.67
2019,Tasa de variación interanual del índice de precios de consumo,España,0.7
2020,Tasa de variación interanual del índice de precios de consumo,España,-0.32
2021,Tasa de variación interanual del índice de precios de consumo,España,3.09
2022,Tasa de variación interanual del índice de precios de consumo,España,8.39
2023,Tasa de variación interanual del índice de precios de consumo,España,3.53
2010,Tasa de variación interanual del índice de precios de consumo,Cantabria,1.9
2011,Tasa de variación interanual del índice de precios de consumo,Cantabria,3.4
2012,Tasa de variación interanual del índice de precios de consumo,Cantabria,2.6
2013,Tasa de variación interanual del índice de precios de consumo,Cantabria,2.1
2014,Tasa de variación interanual del índice de precios de consumo,Cantabria,-0.2
2015,Tasa de variación interanual del índice de precios de consumo,Cantabria,-0.9
2016,Tasa de variación interanual del índice de precios de consumo,Cantabria,-0.4
2017,Tasa de variación interanual del índice de precios de consumo,Cantabria,2.0
2018,Tasa de variación interanual del índice de precios de consumo,Cantabria,1.7
2019,Tasa de variación interanual del índice de precios de consumo,Cantabria,0.7
2020,Tasa de variación interanual del índice de precios de consumo,Cantabria,-0.3
2021,Tasa de variación interanual del índice de precios de consumo,Cantabria,3.3
2022,Tasa de variación interanual del índice de precios de consumo,Cantabria,8.3
2023,Tasa de variación interanual del índice de precios de consumo,Cantabria,3.8
