Year,Serie,Región,Value
2013,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.74
2014,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.69
2015,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.8
2016,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,4.98
2017,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.25
2018,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.31
2019,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.36
2020,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,6.12
2021,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.96
2022,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.7
2023,Ingresos fiscales de las administraciones públicas autonómicas en proporción al PIB,España,5.93
2010,Tasa de variación interanual del PIB real,España,
2011,Tasa de variación interanual del PIB real,España,-0.81
2012,Tasa de variación interanual del PIB real,España,-2.96
2013,Tasa de variación interanual del PIB real,España,-1.4
2014,Tasa de variación interanual del PIB real,España,1.4
2015,Tasa de variación interanual del PIB real,España,3.84
2016,Tasa de variación interanual del PIB real,España,3.04
2017,Tasa de variación interanual del PIB real,España,2.98
2018,Tasa de variación interanual del PIB real,España,2.28
2019,Tasa de variación interanual del PIB real,España,1.98
2020,Tasa de variación interanual del PIB real,España,-11.17
2021,Tasa de variación interanual del PIB real,España,6.4
2022,Tasa de variación interanual del PIB real,España,5.77
2023,Tasa de variación interanual del PIB real,España,2.5
2010,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-3.77
2011,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-5.16
2012,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-2.0
2013,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-1.6
2014,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-1.81
2015,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-1.75
2016,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.85
2017,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.35
2018,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.26
2019,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.59
2020,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.19
2021,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.03
2022,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-1.13
2023,Saldo fiscal de las administraciones públicas autonómicas en proporción al PIB,España,-0.94
2010,Tasa de desempleo,España,19.86
2011,Tasa de desempleo,España,21.39
2012,Tasa de desempleo,España,24.79
2013,Tasa de desempleo,España,26.09
2014,Tasa de desempleo,España,24.44
2015,Tasa de desempleo,España,22.06
2016,Tasa de desempleo,España,19.63
2017,Tasa de desempleo,España,17.22
2018,Tasa de desempleo,España,15.25
2019,Tasa de desempleo,España,14.1
2020,Tasa de desempleo,España,15.53
2021,Tasa de desempleo,España,14.91
2022,Tasa de desempleo,España,13.03
2023,Tasa de desempleo,España,12.18
2010,Tasa de variación interanual del índice de precios de consumo,España,
2011,Tasa de variación interanual del índice de precios de consumo,España,3.2
2012,Tasa de variación interanual del índice de precios de consumo,España,2.45
2013,Tasa de variación interanual del índice de precios de consumo,España,1.41
2014,Tasa de variación interanual del índice de precios de consumo,España,-0.15
2015,Tasa de variación interanual del índice de precios de consumo,España,-0.5
2016,Tasa de variación interanual del índice de precios de consumo,España,-0.2
2017,Tasa de variación interanual del índice de precios de consumo,España,1.96
2018,Tasa de variación interanual del índice de precios de consumo,España,1.67
2019,Tasa de variación interanual del índice de precios de consumo,España,0.7
2020,Tasa de variación interanual del índice de precios de consumo,España,-0.32
2021,Tasa de variación interanual del índice de precios de consumo,España,3.09
2022,Tasa de variación interanual del índice de precios de consumo,España,8.39
2023,Tasa de variación interanual del índice de precios de consumo,España,3.53
