Year,Serie,RefArea,Value
2019,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,España,8.2
2010,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,4.87
2011,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,5.05
2012,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,5.51
2013,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,5.8
2014,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,6.32
2015,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,6.83
2016,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,7.22
2017,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,7.31
2018,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,7.44
2019,Número de personas colegiadas en odontología y estomatología por cada 10.000 habitantes,Cantabria,7.5
2010,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,13.76
2011,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,13.88
2012,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,14.01
2013,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,14.33
2014,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,14.72
2015,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.02
2016,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.29
2017,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.54
2018,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.77
2019,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.9
2010,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,11.34
2011,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,11.36
2012,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,11.59
2013,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,11.74
2014,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,11.89
2015,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,12.22
2016,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,12.11
2017,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,12.45
2018,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,12.69
2019,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Cantabria,13.27
