Year,Serie,RefArea,Value
2015,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Cantabria,27.93
2016,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Cantabria,29.41
2017,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Cantabria,25.48
2018,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Cantabria,32.88
2019,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Cantabria,38.5
2020,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Cantabria,29.54
2021,Número de admisiones a tratamiento por abuso o dependencia de alcohol por cada 100.000 habitantes,Cantabria,32.22
2015,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,España,93.41
2016,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,España,89.85
2017,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,España,87.01
2018,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,España,86.48
2019,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,España,89.26
2020,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,España,63.96
2021,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,España,80.02
2010,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Cantabria,22.85
2011,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Cantabria,24.51
2012,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Cantabria,36.28
2013,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Cantabria,44.8
2014,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Cantabria,44.29
2015,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Cantabria,44.54
2016,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Cantabria,48.95
2017,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Cantabria,42.32
2018,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Cantabria,48.0
2019,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Cantabria,57.48
2020,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Cantabria,44.05
2021,Número de admisiones a tratamiento por abuso o dependencia de alcohol de hombres por cada 100.000 hombres,Cantabria,47.13
2015,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,España,25.98
2016,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,España,25.98
2017,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,España,24.68
2018,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,España,24.98
2019,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,España,27.4
2020,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,España,21.35
2021,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,España,27.07
2010,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,Cantabria,6.65
2011,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,Cantabria,6.29
2012,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,Cantabria,8.62
2013,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,Cantabria,17.96
2014,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,Cantabria,12.35
2015,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,Cantabria,12.06
2016,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,Cantabria,10.76
2017,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,Cantabria,9.42
2018,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,Cantabria,18.48
2019,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,Cantabria,20.45
2020,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,Cantabria,15.74
2021,Número de admisiones a tratamiento por abuso o dependencia de alcohol de mujeres por cada 100.000 mujeres,Cantabria,18.05
