Year,Serie,RefArea,Value
2017,Tasa de desempleo de los hombres,Cantabria,12.15
2018,Tasa de desempleo de los hombres,Cantabria,8.47
2019,Tasa de desempleo de los hombres,Cantabria,9.0
2020,Tasa de desempleo de los hombres,Cantabria,10.26
2021,Tasa de desempleo de los hombres,Cantabria,9.27
2010,Tasa de desempleo de las mujeres,España,20.22
2011,Tasa de desempleo de las mujeres,España,21.81
2012,Tasa de desempleo de las mujeres,España,25.03
2013,Tasa de desempleo de las mujeres,España,26.67
2014,Tasa de desempleo de las mujeres,España,25.43
2015,Tasa de desempleo de las mujeres,España,23.55
2016,Tasa de desempleo de las mujeres,España,21.38
2017,Tasa de desempleo de las mujeres,España,19.03
2018,Tasa de desempleo de las mujeres,España,17.02
2019,Tasa de desempleo de las mujeres,España,15.99
2020,Tasa de desempleo de las mujeres,España,17.43
2021,Tasa de desempleo de las mujeres,España,16.71
2010,Tasa de desempleo de las mujeres,Cantabria,13.05
2011,Tasa de desempleo de las mujeres,Cantabria,12.86
2012,Tasa de desempleo de las mujeres,Cantabria,15.96
2013,Tasa de desempleo de las mujeres,Cantabria,19.47
2014,Tasa de desempleo de las mujeres,Cantabria,17.72
2015,Tasa de desempleo de las mujeres,Cantabria,18.66
2016,Tasa de desempleo de las mujeres,Cantabria,14.88
2017,Tasa de desempleo de las mujeres,Cantabria,12.97
2018,Tasa de desempleo de las mujeres,Cantabria,11.3
2019,Tasa de desempleo de las mujeres,Cantabria,10.05
2020,Tasa de desempleo de las mujeres,Cantabria,11.54
2021,Tasa de desempleo de las mujeres,Cantabria,12.68
2014,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,24.3
2015,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,21.9
2016,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,19.5
2017,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,17.1
2018,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,15.1
2020,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,España,15.4
2014,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,18.91
2015,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,17.32
2016,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,14.73
2017,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,13.4
2018,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,10.66
2020,Tasa de desempleo de las personas entre 16 y 64 años sin discapacidad,Cantabria,12.08
2014,Tasa de desempleo de las personas entre 16 y 64 años,España,24.6
2015,Tasa de desempleo de las personas entre 16 y 64 años,España,22.2
2016,Tasa de desempleo de las personas entre 16 y 64 años,España,19.7
2017,Tasa de desempleo de las personas entre 16 y 64 años,España,17.3
2018,Tasa de desempleo de las personas entre 16 y 64 años,España,15.4
2020,Tasa de desempleo de las personas entre 16 y 64 años,España,15.6
2014,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,19.52
2015,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,17.71
2016,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,14.99
2017,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,13.64
2018,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,10.75
2020,Tasa de desempleo de las personas entre 16 y 64 años,Cantabria,12.25
