Year,Serie,RefArea,Value
2021,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2010,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2011,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2012,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2013,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2014,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2015,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2016,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2017,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2018,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2019,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2020,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2021,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2010,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2011,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2012,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2013,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2014,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2015,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2016,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2017,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2018,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2019,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2020,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2021,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2010,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2011,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2012,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2013,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2014,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2015,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2016,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2017,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2018,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2019,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2020,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2021,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",España,100.0
2010,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2011,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2012,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2013,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2014,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2015,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2016,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2017,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2018,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2019,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2020,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
2021,"Proporción de escuelas que ofrecen servicios básicos, desglosada por tipo de servicio",Cantabria,100.0
