Year,Serie,Región,Value
2019,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,25.98
2020,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,43.57
2021,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,33.04
2022,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,25.98
2023,Proporción de pernoctaciones de turistas no residentes en los dos meses de máxima ocupación sobre el total de pernoctaciones de turistas no residentes,España,24.62
2010,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,
2011,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.3
2012,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.2
2013,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.3
2014,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.5
2015,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.5
2016,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.6
2017,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.7
2018,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.6
2019,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.6
2020,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.5
2021,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.5
2022,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.4
2023,Proporción de personas ocupadas en el sector cultural sobre el total de personas ocupadas,España,3.4
2010,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,
2011,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.7
2012,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.6
2013,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.8
2014,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.9
2015,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.9
2016,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,4.0
2017,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,4.1
2018,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,4.0
2019,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,4.0
2020,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.8
2021,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.8
2022,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.7
2023,Proporción de hombres ocupados en el sector cultural sobre el total de hombres ocupados,España,3.9
2010,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,
2011,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,2.8
2012,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,2.8
2013,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,2.8
2014,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,2.9
2015,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,2.9
2016,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.1
2017,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.2
2018,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.1
2019,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.1
2020,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.2
2021,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.1
2022,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.0
2023,Proporción de mujeres ocupadas en el sector cultural sobre el total de mujeres ocupadas,España,3.0
