Year,Serie,RefArea,Value
2022,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",España,100.0
2015,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",Cantabria,100.0
2016,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",Cantabria,100.0
2017,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",Cantabria,100.0
2018,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",Cantabria,100.0
2019,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",Cantabria,100.0
2020,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",Cantabria,100.0
2021,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",Cantabria,100.0
2022,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: empleo y subsidios económicos",Cantabria,100.0
2015,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",España,
2016,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",España,
2017,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",España,
2018,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",España,81.82
2019,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",España,
2020,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",España,81.82
2021,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",España,
2022,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",España,81.82
2015,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",Cantabria,100.0
2016,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",Cantabria,100.0
2017,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",Cantabria,100.0
2018,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",Cantabria,100.0
2019,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",Cantabria,100.0
2020,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",Cantabria,100.0
2021,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",Cantabria,100.0
2022,"Existencia de marcos jurídicos para promover, reforzar y supervisar la igualdad de género: matrimonio y familia",Cantabria,100.0
